F1	F2	F3	F4	F5	F6	class
-1.09693697384416	-0.567167254586054	-1.0911398663416	-1.91788285736656	-1.45831984431132	-3.45687948557099	1
-1.09786028915652	-0.504750832408961	0.319486522990663	-2.06697027933807	-0.890007081361469	-4.97208201441194	1
-1.39552187882819	-0.190257734525864	-1.18363646872575	-2.53269770873104	-0.844996527184276	-4.19937462891188	1
-0.49289750654225	-0.973675114365764	-1.83128021570974	0.187027783693352	-1.55774795286112	-4.14101474613834	1
-0.686581742025905	-0.957999906626429	-0.459661649529791	-0.328569614566782	-2.83945016513809	-4.28860138463998	1
1.13392656677215	-1.47418084012583	2.14485506192079	-0.699942909327476	-0.820203993818256	-2.79396509980422	1
0.875381691958725	-0.548055757536443	-0.102972682019985	-1.72100390881556	-3.57563677569175	-2.00976632148576	1
1.72410175298139	0.918769654470582	-0.323103225619164	-2.6983935538771	-1.00723511777763	-4.66616285411862	1
-1.0273383480284	-0.453524433876889	-0.398333521774274	-2.50624245433454	-0.292673643406888	-2.9753108625347	1
1.39427669474099	-0.550802899902554	-0.144052293627644	-0.294444265839518	-1.49273661144325	-4.15267422991765	1
-1.2240124378265	-0.962293597381109	-0.745293698910809	-1.55807410765411	-3.02641382793123	-4.64840743089274	1
1.15326587617125	-0.65501756380742	-0.511137233722873	-0.742203496523029	-3.14243788428555	-5.06743681532795	1
0.991512533176907	-1.45544228356181	-0.0293288065525952	0.387313777600041	-1.4196520301338	-4.9652087363727	1
-0.986059978832623	-1.80355347455441	-1.43071465492465	-1.11522612841679	-1.98784496487944	-2.49193516046819	1
0.142233374664785	-0.809503383761451	0.322427041042161	-2.20720624183103	-2.74452017435488	-4.13427424880445	1
0.229139919460543	1.03177135665406	0.658786463803927	-0.0102160059150928	-2.5362612943286	-3.92312782378961	1
-1.41268082432986	-1.56258906475042	-0.0371469005349789	-2.06166731946496	0.580968416941162	-3.51331034209084	1
-1.11659040355475	-0.223245523864626	-0.045264844021415	-0.221001215949036	-2.23872484780235	-3.21340800057647	1
0.772731682183478	-0.386398885822829	-0.390871105284621	-2.50866653382564	-2.04619693259973	-4.11601015445717	1
-0.456669684443035	-0.82392887565672	-0.398844407133085	-1.89373674517115	-1.10871978974267	-3.1370179835901	1
-0.255653063983742	-0.545650559296416	-0.0840918228436389	-0.928434949105025	-1.74917606606994	-3.43851567131374	1
2.40589096111517	-0.0556553979177124	-0.161701406014676	-0.987198936182267	-2.0429407876834	-3.4201176554304	1
-0.0223771132415352	0.311927619270728	-1.21720006174358	-1.5707070312353	-0.56087238607626	-3.58420973488059	1
0.56735153655797	-1.21530656408059	-0.888798156243565	-2.04422767788445	-2.22484929274241	-3.56035327193322	1
-0.443321679006015	-1.42557106956459	0.214518555347649	0.488019949731095	-2.50227934658876	-3.93857737808451	1
-1.74989812503412	-0.696028629023381	-1.4404102723204	-0.457221015760204	-1.11735943167619	-5.05610871021355	1
-1.9863983614898	-0.106626065033694	-0.954117572556979	-1.84655996076098	0.206779800109922	-3.32247076527066	1
-0.251590183239772	-0.269746405950187	-2.16849038551146	-1.53203667820326	-3.94745798718012	-4.77828485756826	1
